"スキル項目コード","専門分野コード"
"S130020050","HE-020-010"
"S130020050","HE-020-020"
"S130020050","HE-040-010"
"S130020050","HE-050-010"
"S130020050","HE-060-010"
"S130020050","HE-070-010"
"S130020050","HE-080-010"
"S130020050","HE-100-010"
"S130020050","HF-020-030"
"S130020050","HF-030-030"
"S130020050","HF-040-010"
"S130020050","HN-020-030"
"S130020050","HN-030-030"
"S130020050","HN-030-050"
"S130020050","HP-010-020"
"S130020050","HP-010-030"
"S130020050","HP-010-060"
"S130020060","HI-060-010"
"S130020060","HI-060-020"
"S130020060","HI-060-030"
"S130020060","HI-060-040"
"S130020060","HI-060-050"
"S130020060","HI-060-060"
"S130020060","HI-070-010"
"S130020060","HI-080-010"
"S130020060","HU-070-010"
"S130020060","HE-070-010"
"S130020060","HE-080-010"
"S130020060","HE-100-010"
"S130020060","HF-020-030"
"S130020060","HF-030-030"
"S130020060","HF-040-010"
"S130020060","HN-020-030"
"S130020060","HN-030-030"
"S130020060","HN-030-050"
"S130020060","HP-010-020"
"S130020060","HP-010-030"
"S130020070","HI-060-010"
"S130020070","HI-060-020"
"S130020070","HI-060-030"
"S130020070","HI-060-040"
"S130020070","HI-060-050"
"S130020070","HI-060-060"
"S130020070","HI-070-010"
"S130020070","HI-080-010"
"S130020070","HI-090-010"
"S130020070","HI-090-020"
"S130020070","HU-070-010"
"S130020070","HU-090-010"
"S130020070","HE-070-010"
"S130020070","HE-080-010"
"S130020070","HE-100-010"
"S130020070","HF-020-030"
"S130020070","HF-030-030"
"S130020070","HF-030-040"
"S130020070","HF-040-010"
"S130020070","HF-040-020"
"S130020070","HF-040-030"
"S130020070","HN-010-030"
"S130020070","HN-020-030"
"S130020070","HN-030-030"
"S130020070","HN-030-050"
"S130020070","HP-010-030"
"S130020080","HI-060-010"
"S130020080","HI-060-020"
"S130020080","HI-060-030"
"S130020080","HI-060-040"
"S130020080","HI-060-050"
"S130020080","HI-060-060"
"S130020080","HI-070-010"
"S130020080","HI-080-010"
"S130020080","HU-070-010"
"S130020080","HE-070-010"
"S130020080","HE-080-010"
"S130020080","HE-100-010"
"S130020080","HF-020-030"
"S130020080","HF-030-030"
"S130020080","HF-040-010"
"S130020080","HN-020-030"
"S130020080","HN-030-030"
"S130020080","HN-030-050"
"S130020080","HP-010-030"
"S130020090","HI-060-010"
"S130020090","HI-060-020"
"S130020090","HI-060-030"
"S130020090","HI-060-040"
"S130020090","HI-060-050"
"S130020090","HI-060-060"
"S130020090","HI-070-010"
"S130020090","HI-080-010"
"S130020090","HU-070-010"
"S130020090","HE-070-010"
"S130020090","HE-080-010"
"S130020090","HE-100-010"
"S130020090","HF-020-030"
"S130020090","HF-030-030"
"S130020090","HF-040-010"
"S130020090","HN-020-030"
"S130020090","HN-030-030"
"S130020090","HN-030-050"
"S130020090","HP-010-020"
"S130020090","HP-010-030"
"S130020100","HI-060-010"
"S130020100","HI-060-020"
"S130020100","HI-060-030"
"S130020100","HI-060-040"
"S130020100","HI-060-050"
"S130020100","HI-060-060"
"S130020100","HI-070-010"
"S130020100","HI-100-010"
"S130020100","HU-070-010"
"S130020100","HU-080-010"
"S130020100","HE-020-010"
"S130020100","HE-020-020"
"S130020100","HE-040-010"
"S130020100","HE-050-010"
"S130020100","HE-060-010"
"S130020100","HF-010-050"
"S130020100","HF-030-040"
"S130020100","HF-030-060"
"S130020100","HF-040-020"
"S130020100","HF-040-030"
"S130020100","HN-010-030"
"S130020100","HN-020-030"
"S130050010","HI-090-010"
"S130050020","HI-090-020"
"S130050030","HI-090-010"
"S130050030","HI-090-020"
"S130050030","HI-100-010"
"S130050030","HN-010-030"
"S130060010","HI-070-010"
"S130060010","HF-020-030"
"S130060010","HF-030-030"
"S130060010","HN-020-030"
"S130060010","HP-010-050"
"S130060010","HP-010-090"
"S130060020","HI-070-010"
"S130060020","HF-020-030"
"S130060020","HF-030-030"
"S130060020","HN-020-030"
"S130060020","HP-010-050"
"S130060020","HP-010-090"
"S130080010","HI-030-010"
"S130080010","HU-010-010"
"S130080010","HF-010-010"
"S130080010","HF-010-020"
"S130080010","HF-030-010"
"S130080010","HN-020-010"
"S130080010","HN-020-020"
"S130080010","HN-020-030"
"S130080020","HI-030-010"
"S130080020","HU-010-010"
"S130080020","HF-010-010"
"S130080020","HF-010-020"
"S130080020","HF-030-010"
"S130080020","HN-020-010"
"S130080020","HN-020-020"
"S130080020","HN-020-030"
"S130080030","HI-030-010"
"S130080030","HU-010-010"
"S130080030","HF-010-010"
"S130080030","HF-010-020"
"S130080030","HF-030-010"
"S130080030","HN-020-010"
"S130080030","HN-020-020"
"S130080030","HN-020-030"
"S130090010","HI-040-010"
"S130090010","HI-050-010"
"S130090010","HU-040-010"
"S130090010","HU-060-010"
"S130090010","HE-030-010"
"S130090010","HE-040-010"
"S130090010","HF-010-030"
"S130090010","HF-010-040"
"S130090010","HF-020-020"
"S130090010","HF-020-040"
"S130090010","HF-030-020"
"S130090010","HF-030-050"
"S130090010","HF-040-010"
"S130090010","HN-010-010"
"S130090010","HN-010-020"
"S130090010","HN-010-030"
"S130090010","HP-010-020"
"S130090020","HI-100-010"
"S130090020","HU-090-010"
"S130090020","HF-030-040"
"S130090020","HF-040-020"
"S130090020","HF-040-030"
"S130090020","HN-010-030"
"S130100010","HI-050-010"
"S130100010","HI-100-010"
"S130100010","HU-060-010"
"S130100010","HE-030-010"
"S130100010","HE-040-010"
"S130100010","HS-040-010"
"S130100010","HF-010-040"
"S130100010","HF-020-040"
"S130100010","HF-030-050"
"S130100010","HF-040-010"
"S130100010","HP-010-030"
"S130100010","HP-010-080"
"S130100020","HI-050-010"
"S130100020","HI-100-010"
"S130100020","HU-060-010"
"S130100020","HE-030-010"
"S130100020","HE-040-010"
"S130100020","HS-040-010"
"S130100020","HF-010-040"
"S130100020","HF-020-040"
"S130100020","HF-030-050"
"S130100020","HF-040-010"
"S130100020","HP-010-030"
"S130100020","HP-010-080"
"S130100030","HI-050-010"
"S130100030","HU-060-010"
"S130100030","HE-030-010"
"S130100030","HE-040-010"
"S130100030","HF-010-040"
"S130100030","HF-020-040"
"S130100030","HF-030-050"
"S130100030","HF-040-010"
"S130100030","HP-010-030"
"S130100030","HP-010-080"
"S130100040","HI-050-010"
"S130100040","HU-060-010"
"S130100040","HE-030-010"
"S130100040","HE-040-010"
"S130100040","HF-010-040"
"S130100040","HF-020-040"
"S130100040","HF-030-050"
"S130100040","HF-040-010"
"S130100040","HP-010-030"
"S130100040","HP-010-080"
"S130100050","HI-050-010"
"S130100050","HU-060-010"
"S130100050","HE-030-010"
"S130100050","HE-040-010"
"S130100050","HF-010-040"
"S130100050","HF-020-040"
"S130100050","HF-030-050"
"S130100050","HF-040-010"
"S130100050","HP-010-030"
"S130100050","HP-010-080"
"S130100060","HI-050-010"
"S130100060","HU-060-010"
"S130100060","HE-030-010"
"S130100060","HE-040-010"
"S130100060","HF-010-040"
"S130100060","HF-020-040"
"S130100060","HF-030-050"
"S130100060","HF-040-010"
"S130100060","HP-010-030"
"S130100060","HP-010-080"
"S130100070","HI-050-010"
"S130100070","HU-060-010"
"S130100070","HE-030-010"
"S130100070","HE-040-010"
"S130100070","HF-010-040"
"S130100070","HF-020-040"
"S130100070","HF-030-050"
"S130100070","HF-040-010"
"S130100070","HP-010-030"
"S130100070","HP-010-080"
"S130100080","HI-050-010"
"S130100080","HU-060-010"
"S130100080","HE-030-010"
"S130100080","HE-040-010"
"S130100080","HS-040-010"
"S130100080","HF-010-040"
"S130100080","HF-020-040"
"S130100080","HF-030-050"
"S130100080","HF-040-010"
"S130100080","HP-010-030"
"S130100080","HP-010-080"
"S130100090","HI-050-010"
"S130100090","HU-060-010"
"S130100090","HU-120-020"
"S130100090","HU-120-050"
"S130100090","HE-030-010"
"S130100090","HE-040-010"
"S130100090","HS-030-020"
"S130100090","HS-050-010"
"S130100090","HF-010-040"
"S130100090","HF-020-040"
"S130100090","HF-030-050"
"S130100090","HF-040-010"
"S130100090","HP-010-030"
"S130100090","HP-010-080"
"S130100090","HP-010-130"
"S130100100","HI-020-010"
"S130100100","HI-050-010"
"S130100100","HU-040-010"
"S130100100","HU-060-010"
"S130100100","HU-120-050"
"S130100100","HE-030-010"
"S130100100","HE-040-010"
"S130100100","HF-010-040"
"S130100100","HF-020-040"
"S130100100","HF-030-050"
"S130100100","HF-040-010"
"S130100100","HP-010-030"
"S130100100","HP-010-080"
"S130100110","HI-050-010"
"S130100110","HI-100-010"
"S130100110","HU-060-010"
"S130100110","HE-030-010"
"S130100110","HE-040-010"
"S130100110","HS-040-010"
"S130100110","HF-010-040"
"S130100110","HF-020-040"
"S130100110","HF-030-050"
"S130100110","HF-040-010"
"S130100110","HP-010-030"
"S130100110","HP-010-080"
"S140010010","HI-100-010"
"S140010010","HU-090-010"
"S140010010","HF-030-040"
"S140010010","HF-040-010"
"S140010010","HF-040-020"
"S140010010","HF-040-030"
"S140010010","HN-010-030"
"S140010020","HI-100-010"
"S140010020","HU-090-010"
"S140010020","HF-030-040"
"S140010020","HF-040-010"
"S140010020","HF-040-020"
"S140010020","HF-040-030"
"S140010020","HN-010-030"
"S140010030","HI-100-010"
"S140010030","HU-090-010"
"S140010030","HF-030-040"
"S140010030","HF-040-010"
"S140010030","HF-040-020"
"S140010030","HF-040-030"
"S140010030","HN-010-030"
"S140010040","HI-100-010"
"S140010040","HU-090-010"
"S140010040","HF-030-040"
"S140010040","HF-040-010"
"S140010040","HF-040-020"
"S140010040","HF-040-030"
"S140010040","HN-010-030"
"S140020010","HI-060-010"
"S140020010","HI-060-020"
"S140020010","HI-060-030"
"S140020010","HI-060-040"
"S140020010","HI-060-050"
"S140020010","HI-060-060"
"S140020010","HI-070-010"
"S140020010","HI-090-010"
"S140020010","HI-090-020"
"S140020010","HI-100-010"
"S140020010","HU-070-010"
"S140020010","HU-080-010"
"S140020010","HU-090-010"
"S140020010","HE-020-010"
"S140020010","HE-020-020"
"S140020010","HE-040-010"
"S140020010","HE-050-010"
"S140020010","HE-060-010"
"S140020010","HE-070-010"
"S140020010","HE-070-020"
"S140020010","HE-080-010"
"S140020010","HS-040-010"
"S140020010","HF-010-050"
"S140020010","HF-020-030"
"S140020010","HF-020-050"
"S140020010","HF-030-030"
"S140020010","HF-030-040"
"S140020010","HF-040-010"
"S140020010","HF-040-020"
"S140020010","HF-040-030"
"S140020010","HN-010-030"
"S140020010","HN-020-030"
"S140020010","HN-030-030"
"S140020010","HP-010-030"
"S140020020","HI-060-010"
"S140020020","HI-060-020"
"S140020020","HI-060-030"
"S140020020","HI-060-040"
"S140020020","HI-060-050"
"S140020020","HI-060-060"
"S140020020","HI-070-010"
"S140020020","HI-090-010"
"S140020020","HI-090-020"
"S140020020","HI-100-010"
"S140020020","HU-070-010"
"S140020020","HU-080-010"
"S140020020","HU-090-010"
"S140020020","HE-020-010"
"S140020020","HE-020-020"
"S140020020","HE-040-010"
"S140020020","HE-050-010"
"S140020020","HE-060-010"
"S140020020","HE-070-010"
"S140020020","HE-070-020"
"S140020020","HE-080-010"
"S140020020","HS-040-010"
"S140020020","HF-010-050"
"S140020020","HF-020-030"
"S140020020","HF-020-050"
"S140020020","HF-030-030"
"S140020020","HF-030-040"
"S140020020","HF-040-010"
"S140020020","HF-040-020"
"S140020020","HF-040-030"
"S140020020","HN-010-030"
"S140020020","HN-020-030"
"S140020020","HN-030-030"
"S140020020","HP-010-030"
"S140020030","HI-060-010"
"S140020030","HI-060-020"
"S140020030","HI-060-030"
"S140020030","HI-060-040"
"S140020030","HI-060-050"
"S140020030","HI-060-060"
"S140020030","HI-070-010"
"S140020030","HI-090-010"
"S140020030","HI-090-020"
"S140020030","HI-100-010"
"S140020030","HU-070-010"
"S140020030","HU-080-010"
"S140020030","HU-090-010"
"S140020030","HE-020-010"
"S140020030","HE-020-020"
"S140020030","HE-040-010"
"S140020030","HE-050-010"
"S140020030","HE-060-010"
"S140020030","HE-070-010"
"S140020030","HE-070-020"
"S140020030","HE-080-010"
"S140020030","HS-040-010"
"S140020030","HF-010-050"
"S140020030","HF-020-030"
"S140020030","HF-020-050"
"S140020030","HF-030-030"
"S140020030","HF-030-040"
"S140020030","HF-040-010"
"S140020030","HF-040-020"
"S140020030","HF-040-030"
"S140020030","HN-010-030"
"S140020030","HN-020-030"
"S140020030","HN-030-030"
"S140020030","HP-010-030"
"S140020030","HP-010-060"
"S140020030","HP-010-090"
"S140020030","HP-010-130"
"S140030010","HI-100-010"
"S140030010","HU-090-010"
"S140030010","HF-030-040"
"S140030010","HF-040-010"
"S140030010","HF-040-020"
"S140030010","HF-040-030"
"S140030010","HN-010-030"
"S140030020","HI-100-010"
"S140030020","HU-090-010"
"S140030020","HF-030-040"
"S140030020","HF-040-010"
"S140030020","HF-040-020"
"S140030020","HF-040-030"
"S140030020","HN-010-030"
"S140030030","HI-020-010"
"S140030030","HI-070-010"
"S140030030","HI-090-010"
"S140030030","HI-090-020"
"S140030030","HI-100-010"
"S140030030","HU-070-010"
"S140030030","HU-090-010"
"S140030030","HE-020-010"
"S140030030","HE-020-020"
"S140030030","HE-040-010"
"S140030030","HE-050-010"
"S140030030","HE-060-010"
"S140030030","HS-040-010"
"S140030030","HF-020-010"
"S140030030","HF-020-030"
"S140030030","HF-030-030"
"S140030030","HF-030-040"
"S140030030","HF-040-010"
"S140030030","HF-040-020"
"S140030030","HF-040-030"
"S140030030","HN-010-030"
"S140030030","HP-010-030"
"S140030040","HI-100-010"
"S140030040","HU-090-010"
"S140030040","HF-030-040"
"S140030040","HF-040-010"
"S140030040","HF-040-020"
"S140030040","HF-040-030"
"S140030040","HN-010-030"
"S140030050","HI-070-010"
"S140030050","HI-090-010"
"S140030050","HI-090-020"
"S140030050","HI-100-010"
"S140030050","HU-070-010"
"S140030050","HU-090-010"
"S140030050","HE-020-010"
"S140030050","HE-020-020"
"S140030050","HE-040-010"
"S140030050","HE-050-010"
"S140030050","HE-060-010"
"S140030050","HS-040-010"
"S140030050","HF-020-030"
"S140030050","HF-030-030"
"S140030050","HF-030-040"
"S140030050","HF-040-010"
"S140030050","HF-040-020"
"S140030050","HF-040-030"
"S140030050","HN-010-030"
"S140030050","HP-010-030"
"S140030060","HI-060-010"
"S140030060","HI-060-020"
"S140030060","HI-060-030"
"S140030060","HI-060-040"
"S140030060","HI-060-050"
"S140030060","HI-060-060"
"S140030060","HI-070-010"
"S140030060","HI-090-010"
"S140030060","HI-090-020"
"S140030060","HI-100-010"
"S140030060","HU-070-010"
"S140030060","HU-090-010"
"S140030060","HE-020-010"
"S140030060","HE-020-020"
"S140030060","HE-040-010"
"S140030060","HE-050-010"
"S140030060","HE-060-010"
"S140030060","HE-070-010"
"S140030060","HE-070-020"
"S140030060","HE-080-010"
"S140030060","HS-040-010"
"S140030060","HF-010-050"
"S140030060","HF-020-030"
"S140030060","HF-030-030"
"S140030060","HF-030-040"
"S140030060","HF-040-010"
"S140030060","HF-040-020"
"S140030060","HF-040-030"
"S140030060","HN-010-030"
"S140040010","HI-090-010"
"S140040010","HI-090-020"
"S140040010","HI-100-010"
"S140040010","HU-090-010"
"S140040010","HU-100-010"
"S140040010","HS-030-030"
"S140040010","HS-050-010"
"S140040010","HF-010-050"
"S140040010","HF-030-040"
"S140040010","HF-030-060"
"S140040010","HF-040-020"
"S140040010","HF-040-030"
"S140040010","HN-010-030"
"S140040010","HP-010-050"
"S140040010","HP-010-060"
"S140040010","HP-010-090"
"S140040010","HP-010-100"
"S140040020","HI-090-010"
"S140040020","HI-090-020"
"S140040020","HI-100-010"
"S140040020","HU-090-010"
"S140040020","HS-030-030"
"S140040020","HS-050-010"
"S140040020","HF-010-050"
"S140040020","HF-030-040"
"S140040020","HF-030-060"
"S140040020","HF-040-020"
"S140040020","HF-040-030"
"S140040020","HN-010-030"
"S140040020","HN-020-030"
"S140040020","HP-010-050"
"S140040020","HP-010-060"
"S140040020","HP-010-080"
"S140040020","HP-010-090"
"S140040020","HP-010-100"
"S140040020","HP-010-110"
"S140040020","HP-010-120"
"S140040030","HI-090-010"
"S140040030","HI-090-020"
"S140040030","HI-100-010"
"S140040030","HU-090-010"
"S140040030","HF-010-050"
"S140040030","HF-030-040"
"S140040030","HF-030-060"
"S140040030","HF-040-020"
"S140040030","HF-040-030"
"S140040030","HN-010-030"
"S140040040","HI-090-010"
"S140040040","HI-090-020"
"S140040040","HI-100-010"
"S140040040","HU-090-010"
"S140040040","HS-050-010"
"S140040040","HF-010-050"
"S140040040","HF-030-040"
"S140040040","HF-030-060"
"S140040040","HF-040-020"
"S140040040","HF-040-030"
"S140040040","HN-010-030"
"S140040040","HP-010-050"
"S140040050","HI-090-010"
"S140040050","HI-090-020"
"S140040050","HI-100-010"
"S140040050","HU-090-010"
"S140040050","HS-030-030"
"S140040050","HS-050-010"
"S140040050","HF-010-050"
"S140040050","HF-030-040"
"S140040050","HF-030-060"
"S140040050","HF-040-020"
"S140040050","HF-040-030"
"S140040050","HN-010-030"
"S140040050","HN-020-030"
"S140040050","HP-010-050"
"S140040050","HP-010-060"
"S140040050","HP-010-080"
"S140040050","HP-010-090"
"S140040050","HP-010-100"
"S140040050","HP-010-110"
"S140040050","HP-010-120"
"S140040060","HI-090-010"
"S140040060","HI-090-020"
"S140040060","HI-100-010"
"S140040060","HU-100-010"
"S140040060","HF-010-050"
"S140040060","HF-030-040"
"S140040060","HF-030-060"
"S140040060","HF-040-020"
"S140040060","HF-040-030"
"S140040070","HI-090-010"
"S140040070","HI-090-020"
"S140040070","HI-100-010"
"S140040070","HU-090-010"
"S140040070","HF-030-040"
"S140040070","HF-040-020"
"S140040070","HF-040-030"
"S140040070","HN-010-030"
"S150010010","HI-040-010"
"S150010010","HI-050-010"
"S150010010","HI-060-010"
"S150010010","HI-060-020"
"S150010010","HI-060-030"
"S150010010","HI-060-040"
"S150010010","HI-060-050"
"S150010010","HI-060-060"
"S150010010","HI-070-010"
"S150010010","HI-100-010"
"S150010010","HU-060-010"
"S150010010","HU-070-010"
"S150010010","HU-080-010"
"S150010010","HU-090-010"
"S150010010","HE-070-010"
"S150010010","HE-080-010"
"S150010010","HF-010-040"
"S150010010","HF-010-050"
"S150010010","HF-020-030"
"S150010010","HF-020-040"
"S150010010","HF-020-050"
"S150010010","HF-030-030"
"S150010010","HF-030-040"
"S150010010","HF-030-050"
"S150010010","HF-030-060"
"S150010010","HF-040-010"
"S150010010","HF-040-020"
"S150010010","HF-040-030"
"S150010010","HN-010-030"
"S150010010","HN-020-030"
"S150010010","HN-030-030"
"S150010010","HP-010-020"
"S150010010","HP-010-030"
"S150010010","HP-010-040"
"S150010010","HP-010-060"
"S150010010","HP-010-090"
"S150010010","HP-010-130"
"S150010020","HI-040-010"
"S150010020","HI-050-010"
"S150010020","HI-060-010"
"S150010020","HI-060-020"
"S150010020","HI-060-030"
"S150010020","HI-060-040"
"S150010020","HI-060-050"
"S150010020","HI-060-060"
"S150010020","HI-070-010"
"S150010020","HI-100-010"
"S150010020","HU-060-010"
"S150010020","HU-070-010"
"S150010020","HU-080-010"
"S150010020","HU-090-010"
"S150010020","HE-070-010"
"S150010020","HE-080-010"
"S150010020","HF-010-040"
"S150010020","HF-010-050"
"S150010020","HF-020-030"
"S150010020","HF-020-040"
"S150010020","HF-020-050"
"S150010020","HF-030-030"
"S150010020","HF-030-040"
"S150010020","HF-030-050"
"S150010020","HF-030-060"
"S150010020","HF-040-010"
"S150010020","HF-040-020"
"S150010020","HF-040-030"
"S150010020","HN-010-030"
"S150010020","HN-020-030"
"S150010020","HN-030-030"
"S150010020","HP-010-020"
"S150010020","HP-010-030"
"S150010020","HP-010-040"
"S150010020","HP-010-060"
"S150010020","HP-010-090"
"S150010020","HP-010-130"
"S150010030","HI-040-010"
"S150010030","HI-050-010"
"S150010030","HU-060-010"
"S150010030","HS-020-010"
"S150010030","HF-010-010"
"S150010030","HF-010-030"
"S150010030","HF-010-040"
"S150010030","HF-020-010"
"S150010030","HF-020-030"
"S150010030","HF-020-040"
"S150010030","HF-020-050"
"S150010030","HF-030-010"
"S150010030","HF-030-030"
"S150010030","HF-030-050"
"S150010030","HF-040-010"
"S150010030","HP-010-020"
"S150010030","HP-010-030"
"S150010040","HI-040-010"
"S150010040","HI-060-010"
"S150010040","HI-060-020"
"S150010040","HI-060-030"
"S150010040","HI-060-040"
"S150010040","HI-060-050"
"S150010040","HI-060-060"
"S150010040","HI-070-010"
"S150010040","HU-070-010"
"S150010040","HU-080-010"
"S150010040","HE-070-010"
"S150010040","HE-080-010"
"S150010040","HS-020-010"
"S150010040","HF-010-010"
