"スキル項目コード","専門分野コード"
"S210120020","HF-020-050"
"S210120020","HF-030-060"
"S210120020","HF-040-030"
"S210120020","HN-010-030"
"S210120020","HP-010-030"
"S210120030","HP-010-030"
"S210120040","HI-060-010"
"S210120040","HI-090-010"
"S210120040","HI-090-020"
"S210120040","HU-080-010"
"S210120040","HE-070-020"
"S210120040","HE-080-010"
"S210120040","HF-010-050"
"S210120040","HF-020-050"
"S210120040","HF-030-060"
"S210120040","HF-040-030"
"S210120040","HN-010-030"
"S210120040","HP-010-030"
"S210130010","HI-060-010"
"S210130010","HI-090-010"
"S210130010","HU-080-010"
"S210130010","HE-070-020"
"S210130010","HE-080-010"
"S210130010","HF-010-050"
"S210130010","HF-020-050"
"S210130010","HF-030-060"
"S210130010","HF-040-030"
"S210130010","HN-010-030"
"S210130010","HP-010-030"
"S210130020","HI-060-010"
"S210130020","HI-090-010"
"S210130020","HU-080-010"
"S210130020","HE-070-020"
"S210130020","HE-080-010"
"S210130020","HF-010-050"
"S210130020","HF-020-050"
"S210130020","HF-030-060"
"S210130020","HF-040-030"
"S210130020","HN-010-030"
"S210140010","HI-060-010"
"S210140010","HI-090-010"
"S210140010","HU-080-010"
"S210140010","HE-070-020"
"S210140010","HE-080-010"
"S210140010","HF-010-050"
"S210140010","HF-020-050"
"S210140010","HF-030-060"
"S210140010","HF-040-030"
"S210140010","HN-010-030"
"S210140010","HP-010-030"
"S210150020","HI-060-010"
"S210150020","HI-090-010"
"S210150020","HU-080-010"
"S210150020","HE-070-020"
"S210150020","HE-080-010"
"S210150020","HF-010-050"
"S210150020","HF-020-050"
"S210150020","HF-030-060"
"S210150020","HF-040-030"
"S210150020","HN-010-030"
"S210150020","HN-030-040"
"S210160010","HI-060-020"
"S210160010","HU-080-010"
"S210160010","HE-070-020"
"S210160010","HE-080-010"
"S210160010","HE-100-010"
"S210160010","HF-010-050"
"S210160010","HF-020-050"
"S210160010","HF-030-060"
"S210160010","HF-040-030"
"S210160010","HN-010-030"
"S210160010","HN-030-040"
"S210160010","HP-010-020"
"S210160010","HP-010-030"
"S210160010","HP-010-050"
"S210160010","HP-010-060"
"S210160010","HP-010-090"
"S210160020","HI-060-020"
"S210160020","HU-080-010"
"S210160020","HE-070-020"
"S210160020","HE-080-010"
"S210160020","HE-100-010"
"S210160020","HF-010-050"
"S210160020","HF-020-050"
"S210160020","HF-030-060"
"S210160020","HF-040-030"
"S210160020","HN-010-030"
"S210160020","HN-030-040"
"S210160020","HP-010-020"
"S210160020","HP-010-030"
"S210160020","HP-010-050"
"S210160020","HP-010-060"
"S210160020","HP-010-090"
"S210160030","HI-060-020"
"S210160030","HU-080-010"
"S210160030","HE-070-020"
"S210160030","HE-080-010"
"S210160030","HE-100-010"
"S210160030","HF-010-050"
"S210160030","HF-020-050"
"S210160030","HF-030-060"
"S210160030","HF-040-030"
"S210160030","HN-010-030"
"S210160030","HN-030-040"
"S210160030","HP-010-020"
"S210160030","HP-010-030"
"S210160030","HP-010-050"
"S210160030","HP-010-060"
"S210160030","HP-010-090"
"S210160040","HI-060-020"
"S210160040","HU-080-010"
"S210160040","HE-070-020"
"S210160040","HE-080-010"
"S210160040","HE-100-010"
"S210160040","HF-010-050"
"S210160040","HF-020-050"
"S210160040","HF-030-060"
"S210160040","HF-040-030"
"S210160040","HN-010-030"
"S210160040","HN-030-040"
"S210160040","HP-010-020"
"S210160040","HP-010-030"
"S210160040","HP-010-050"
"S210160040","HP-010-060"
"S210160040","HP-010-090"
"S210160050","HI-060-020"
"S210160050","HU-080-010"
"S210160050","HE-070-020"
"S210160050","HE-080-010"
"S210160050","HE-100-010"
"S210160050","HF-010-050"
"S210160050","HF-020-050"
"S210160050","HF-030-060"
"S210160050","HF-040-030"
"S210160050","HN-010-030"
"S210160050","HN-030-040"
"S210160050","HP-010-020"
"S210160050","HP-010-030"
"S210160050","HP-010-050"
"S210160050","HP-010-060"
"S210160050","HP-010-090"
"S210160060","HI-060-020"
"S210160060","HU-080-010"
"S210160060","HE-070-020"
"S210160060","HE-080-010"
"S210160060","HE-100-010"
"S210160060","HF-010-050"
"S210160060","HF-020-050"
"S210160060","HF-030-060"
"S210160060","HF-040-030"
"S210160060","HN-010-030"
"S210160060","HN-030-040"
"S210160060","HP-010-020"
"S210160060","HP-010-030"
"S210160060","HP-010-050"
"S210160060","HP-010-060"
"S210160060","HP-010-090"
"S210160070","HI-060-020"
"S210160070","HU-080-010"
"S210160070","HE-070-020"
"S210160070","HE-080-010"
"S210160070","HE-100-010"
"S210160070","HF-010-050"
"S210160070","HF-020-050"
"S210160070","HF-030-060"
"S210160070","HF-040-030"
"S210160070","HN-010-030"
"S210160070","HN-030-040"
"S210160070","HP-010-050"
"S210160070","HP-010-060"
"S210160070","HP-010-090"
"S210170010","HI-060-020"
"S210170010","HU-080-010"
"S210170010","HE-070-020"
"S210170010","HE-080-010"
"S210170010","HE-100-010"
"S210170010","HF-010-050"
"S210170010","HF-020-050"
"S210170010","HF-030-060"
"S210170010","HF-040-030"
"S210170010","HN-010-030"
"S210170010","HN-030-040"
"S210170020","HI-060-020"
"S210170020","HU-080-010"
"S210170020","HE-070-020"
"S210170020","HE-080-010"
"S210170020","HE-100-010"
"S210170020","HF-010-050"
"S210170020","HF-020-050"
"S210170020","HF-030-060"
"S210170020","HF-040-030"
"S210170020","HN-010-030"
"S210170020","HN-030-040"
"S210170030","HI-060-020"
"S210170030","HU-080-010"
"S210170030","HE-070-020"
"S210170030","HE-080-010"
"S210170030","HE-100-010"
"S210170030","HF-010-050"
"S210170030","HF-020-050"
"S210170030","HF-030-060"
"S210170030","HF-040-030"
"S210170030","HN-010-030"
"S210170030","HN-030-040"
"S210170040","HI-060-020"
"S210170040","HU-080-010"
"S210170040","HE-070-020"
"S210170040","HE-080-010"
"S210170040","HE-100-010"
"S210170040","HF-010-050"
"S210170040","HF-020-050"
"S210170040","HF-030-060"
"S210170040","HF-040-030"
"S210170040","HN-010-030"
"S210170040","HN-030-040"
"S210170050","HI-060-020"
"S210170050","HU-080-010"
"S210170050","HE-070-020"
"S210170050","HE-080-010"
"S210170050","HE-100-010"
"S210170050","HF-010-050"
"S210170050","HF-020-050"
"S210170050","HF-030-060"
"S210170050","HF-040-030"
"S210170050","HN-010-030"
"S210170050","HN-030-040"
"S210170060","HI-060-020"
"S210170060","HU-080-010"
"S210170060","HE-070-020"
"S210170060","HE-080-010"
"S210170060","HE-100-010"
"S210170060","HF-010-050"
"S210170060","HF-020-050"
"S210170060","HF-030-060"
"S210170060","HF-040-030"
"S210170060","HN-010-030"
"S210170060","HN-030-040"
"S210180010","HI-060-020"
"S210180010","HU-080-010"
"S210180010","HE-070-020"
"S210180010","HE-080-010"
"S210180010","HF-010-050"
"S210180010","HF-020-050"
"S210180010","HF-030-060"
"S210180010","HF-040-030"
"S210180010","HN-010-030"
"S210180010","HN-030-040"
"S210180010","HP-010-020"
"S210180010","HP-010-050"
"S210180010","HP-010-090"
"S210180020","HI-060-020"
"S210180020","HU-080-010"
"S210180020","HE-070-020"
"S210180020","HE-080-010"
"S210180020","HE-100-010"
"S210180020","HF-010-050"
"S210180020","HF-020-050"
"S210180020","HF-030-060"
"S210180020","HF-040-030"
"S210180020","HN-010-030"
"S210180020","HN-030-040"
"S210180020","HP-010-020"
"S210180020","HP-010-050"
"S210180020","HP-010-090"
"S210180030","HI-060-020"
"S210180030","HU-080-010"
"S210180030","HE-070-020"
"S210180030","HE-080-010"
"S210180030","HE-100-010"
"S210180030","HF-010-050"
"S210180030","HF-020-050"
"S210180030","HF-030-060"
"S210180030","HF-040-030"
"S210180030","HN-010-030"
"S210180030","HN-030-040"
"S210180030","HP-010-020"
"S210180030","HP-010-050"
"S210180030","HP-010-090"
"S210180040","HI-040-010"
"S210180040","HI-060-020"
"S210180040","HU-080-010"
"S210180040","HE-070-020"
"S210180040","HE-080-010"
"S210180040","HE-100-010"
"S210180040","HS-020-010"
"S210180040","HF-010-030"
"S210180040","HF-010-050"
"S210180040","HF-020-020"
"S210180040","HF-020-030"
"S210180040","HF-020-050"
"S210180040","HF-030-020"
"S210180040","HF-030-030"
"S210180040","HF-030-060"
"S210180040","HF-040-010"
"S210180040","HF-040-030"
"S210180040","HN-010-030"
"S210180040","HN-020-030"
"S210180040","HN-030-040"
"S210180040","HP-010-010"
"S210180040","HP-010-020"
"S210180040","HP-010-030"
"S210180040","HP-010-050"
"S210180040","HP-010-060"
"S210180040","HP-010-090"
"S210180040","HP-010-130"
"S210180050","HP-010-020"
"S210180050","HP-010-050"
"S210180050","HP-010-060"
"S210180050","HP-010-090"
"S210180060","HI-060-020"
"S210180060","HU-080-010"
"S210180060","HE-070-020"
"S210180060","HE-080-010"
"S210180060","HE-100-010"
"S210180060","HF-010-050"
"S210180060","HF-020-050"
"S210180060","HF-030-060"
"S210180060","HF-040-030"
"S210180060","HN-010-030"
"S210180060","HP-010-020"
"S210190010","HI-040-010"
"S210190010","HI-060-010"
"S210190010","HI-060-020"
"S210190010","HI-060-030"
"S210190010","HI-060-040"
"S210190010","HI-060-050"
"S210190010","HI-060-060"
"S210190010","HI-090-010"
"S210190010","HI-090-020"
"S210190010","HU-040-010"
"S210190010","HU-070-010"
"S210190010","HU-080-010"
"S210190010","HE-020-010"
"S210190010","HE-020-020"
"S210190010","HE-040-010"
"S210190010","HE-050-010"
"S210190010","HE-060-010"
"S210190010","HE-070-020"
"S210190010","HE-080-010"
"S210190010","HS-020-010"
"S210190010","HS-030-020"
"S210190010","HS-040-010"
"S210190010","HS-050-010"
"S210190010","HF-010-030"
"S210190010","HF-010-050"
"S210190010","HF-020-020"
"S210190010","HF-020-030"
"S210190010","HF-020-050"
"S210190010","HF-030-020"
"S210190010","HF-030-030"
"S210190010","HF-030-060"
"S210190010","HF-040-010"
"S210190010","HF-040-030"
"S210190010","HN-010-010"
"S210190010","HN-010-020"
"S210190010","HN-010-030"
"S210190010","HN-020-030"
"S210190010","HP-010-020"
"S210190010","HP-010-030"
"S210190010","HP-010-050"
"S210190010","HP-010-060"
"S210190010","HP-010-090"
"S210200010","HI-040-010"
"S210200010","HI-060-010"
"S210200010","HI-060-020"
"S210200010","HI-060-030"
"S210200010","HI-060-040"
"S210200010","HI-060-050"
"S210200010","HI-060-060"
"S210200010","HU-080-010"
"S210200010","HE-070-020"
"S210200010","HE-080-010"
"S210200010","HE-100-010"
"S210200010","HS-020-010"
"S210200010","HS-040-010"
"S210200010","HF-010-030"
"S210200010","HF-010-050"
"S210200010","HF-020-020"
"S210200010","HF-020-030"
"S210200010","HF-020-050"
"S210200010","HF-030-020"
"S210200010","HF-030-030"
"S210200010","HF-030-060"
"S210200010","HF-040-010"
"S210200010","HF-040-030"
"S210200010","HN-010-030"
"S210200010","HN-020-030"
"S210200010","HP-010-020"
"S210200010","HP-010-030"
"S210200020","HI-040-010"
"S210200020","HI-060-010"
"S210200020","HI-060-020"
"S210200020","HI-060-030"
"S210200020","HI-060-040"
"S210200020","HI-060-050"
"S210200020","HI-060-060"
"S210200020","HU-080-010"
"S210200020","HS-020-010"
"S210200020","HS-040-010"
"S210200020","HF-010-030"
"S210200020","HF-010-050"
"S210200020","HF-020-020"
"S210200020","HF-020-030"
"S210200020","HF-020-050"
"S210200020","HF-030-020"
"S210200020","HF-030-030"
"S210200020","HF-030-060"
"S210200020","HF-040-010"
"S210200020","HF-040-030"
"S210200020","HN-010-030"
"S210200020","HN-020-030"
"S210200020","HP-010-020"
"S210200020","HP-010-030"
"S210200030","HI-040-010"
"S210200030","HI-060-010"
"S210200030","HI-060-020"
"S210200030","HI-060-030"
"S210200030","HI-060-040"
"S210200030","HI-060-050"
"S210200030","HI-060-060"
"S210200030","HI-090-020"
"S210200030","HU-080-010"
"S210200030","HS-020-010"
"S210200030","HS-040-010"
"S210200030","HF-010-030"
"S210200030","HF-010-050"
"S210200030","HF-020-020"
"S210200030","HF-020-030"
"S210200030","HF-020-050"
"S210200030","HF-030-020"
"S210200030","HF-030-030"
"S210200030","HF-030-060"
"S210200030","HF-040-010"
"S210200030","HF-040-030"
"S210200030","HN-010-030"
"S210200030","HN-020-030"
"S210200030","HP-010-020"
"S210200030","HP-010-030"
"S210200040","HI-060-010"
"S210200040","HI-060-020"
"S210200040","HI-060-030"
"S210200040","HI-060-040"
"S210200040","HI-060-050"
"S210200040","HI-060-060"
"S210200040","HU-080-010"
"S210200040","HE-070-020"
"S210200040","HE-080-010"
"S210200040","HS-040-010"
"S210200040","HF-010-050"
"S210200040","HF-020-050"
"S210200040","HF-030-060"
"S210200040","HF-040-030"
"S210200040","HN-010-030"
"S210200040","HN-020-030"
"S210200040","HP-010-030"
"S210200040","HP-010-040"
"S210200040","HP-010-050"
"S210200040","HP-010-060"
"S210200040","HP-010-090"
"S210200040","HP-010-100"
"S210200040","HP-010-110"
"S210200040","HP-010-130"
"S210210010","HI-060-010"
"S210210010","HI-060-020"
"S210210010","HI-060-030"
"S210210010","HI-060-040"
"S210210010","HI-060-050"
"S210210010","HI-060-060"
"S210210010","HU-080-010"
"S210210010","HE-070-020"
"S210210010","HE-080-010"
"S210210010","HE-100-010"
"S210210010","HS-040-010"
"S210210010","HF-010-050"
"S210210010","HF-020-050"
"S210210010","HF-030-060"
"S210210010","HF-040-030"
"S210210010","HN-010-030"
"S210210010","HN-020-030"
"S210210010","HP-010-030"
"S210210010","HP-010-050"
"S210210010","HP-010-060"
"S210210010","HP-010-090"
"S210210020","HI-040-010"
"S210210020","HI-060-010"
"S210210020","HI-060-020"
"S210210020","HI-060-030"
"S210210020","HI-060-040"
"S210210020","HI-060-050"
"S210210020","HI-060-060"
"S210210020","HI-090-010"
"S210210020","HI-090-020"
"S210210020","HU-040-010"
"S210210020","HU-080-010"
"S210210020","HE-050-010"
"S210210020","HS-020-010"
"S210210020","HS-030-020"
"S210210020","HS-040-010"
"S210210020","HF-010-030"
"S210210020","HF-010-050"
"S210210020","HF-020-020"
"S210210020","HF-020-030"
"S210210020","HF-020-050"
"S210210020","HF-030-020"
"S210210020","HF-030-030"
"S210210020","HF-030-060"
"S210210020","HF-040-010"
"S210210020","HF-040-030"
"S210210020","HN-010-010"
"S210210020","HN-010-020"
"S210210020","HN-010-030"
"S210210020","HN-020-030"
"S210210020","HP-010-020"
"S210210020","HP-010-030"
"S210210020","HP-010-050"
"S210210020","HP-010-060"
"S210210020","HP-010-090"
"S210210030","HI-060-010"
"S210210030","HI-060-020"
"S210210030","HI-060-030"
"S210210030","HI-060-040"
"S210210030","HI-060-050"
"S210210030","HI-060-060"
"S210210030","HU-050-010"
"S210210030","HU-080-010"
"S210210030","HE-070-020"
"S210210030","HE-080-010"
"S210210030","HS-020-010"
"S210210030","HS-040-010"
"S210210030","HF-010-050"
"S210210030","HF-020-050"
"S210210030","HF-030-060"
"S210210030","HF-040-030"
"S210210030","HN-010-030"
"S210210030","HN-020-030"
"S210210030","HP-010-020"
"S210210030","HP-010-030"
"S210210030","HP-010-050"
"S210210030","HP-010-060"
"S210210030","HP-010-090"
"S210220010","HN-030-020"
"S210220020","HN-030-030"
"S210220030","HN-030-030"
"S210220040","HN-030-030"
"S210220050","HN-030-020"
"S210220050","HN-030-030"
"S210230010","HN-030-030"
"S210230020","HN-030-030"
"S210230030","HN-030-030"
"S210230040","HN-030-030"
"S210230050","HN-030-030"
"S210230060","HN-030-040"
"S210230070","HN-030-030"
"S210230080","HN-030-030"
"S210230090","HN-030-050"
"S210230100","HN-030-050"
"S210230110","HN-030-050"
"S210240010","HN-030-010"
"S210240010","HN-030-050"
"S210240020","HN-030-010"
"S210240020","HN-030-020"
"S210240020","HN-030-030"
"S220010010","HI-040-010"
"S220010010","HI-060-010"
"S220010010","HI-060-020"
"S220010010","HI-060-030"
"S220010010","HI-060-040"
"S220010010","HI-060-050"
"S220010010","HI-060-060"
"S220010010","HI-070-010"
"S220010010","HI-080-010"
"S220010010","HI-090-010"
"S220010010","HI-090-020"
"S220010010","HI-100-010"
"S220010010","HU-040-010"
"S220010010","HU-070-010"
"S220010010","HU-080-010"
"S220010010","HU-110-010"
"S220010010","HE-020-010"
"S220010010","HE-020-020"
"S220010010","HE-040-010"
"S220010010","HE-050-010"
"S220010010","HE-060-010"
"S220010010","HS-010-010"
"S220010010","HS-020-010"
"S220010010","HS-030-020"
"S220010010","HS-040-010"
"S220010010","HS-050-010"
"S220010010","HS-060-010"
"S220010010","HF-010-030"
"S220010010","HF-010-050"
"S220010010","HF-020-020"
"S220010010","HF-020-030"
"S220010010","HF-020-050"
"S220010010","HF-030-020"
"S220010010","HF-030-030"
"S220010010","HF-030-060"
"S220010010","HF-040-010"
"S220010010","HF-040-030"
"S220010010","HN-010-010"
"S220010010","HN-010-020"
"S220010010","HN-010-030"
"S220010010","HN-020-030"
"S220010010","HN-030-020"
"S220010010","HP-010-010"
"S220010010","HP-010-020"
"S220010010","HP-010-030"
"S220010010","HP-010-050"
"S220010010","HP-010-060"
"S220010010","HP-010-090"
"S220010020","HI-040-010"
"S220010020","HU-040-010"
"S220010020","HU-070-010"
"S220010020","HU-080-010"
"S220010020","HE-020-010"
"S220010020","HE-020-020"
"S220010020","HE-040-010"
"S220010020","HE-050-010"
"S220010020","HE-060-010"
"S220010020","HS-020-010"
"S220010020","HS-030-020"
"S220010020","HS-050-010"
"S220010020","HF-010-030"
"S220010020","HF-020-020"
"S220010020","HF-020-030"
"S220010020","HF-020-050"
"S220010020","HF-030-020"
"S220010020","HF-030-030"
"S220010020","HF-040-010"
"S220010020","HN-010-010"
"S220010020","HN-010-020"
"S220010020","HN-010-030"
"S220010020","HN-020-030"
"S220010020","HN-030-020"
"S220010020","HP-010-020"
"S220010020","HP-010-030"
"S220010020","HP-010-050"
"S220010020","HP-010-060"
"S220010020","HP-010-090"
"S220010030","HI-040-010"
"S220010030","HI-080-010"
"S220010030","HU-070-010"
"S220010030","HU-080-010"
"S220010030","HE-020-010"
"S220010030","HE-020-020"
"S220010030","HE-040-010"
"S220010030","HE-050-010"
"S220010030","HE-060-010"
"S220010030","HS-020-010"
"S220010030","HS-050-010"
"S220010030","HF-010-030"
"S220010030","HF-020-020"
"S220010030","HF-020-030"
"S220010030","HF-020-050"
"S220010030","HF-030-020"
"S220010030","HF-030-030"
"S220010030","HF-040-010"
"S220010030","HN-010-030"
"S220010030","HN-020-030"
"S220010030","HN-030-020"
"S220010030","HP-010-020"
"S220010030","HP-010-030"
"S220010030","HP-010-060"
"S220010030","HP-010-090"
"S220010040","HI-040-010"
"S220010040","HI-080-010"
"S220010040","HU-080-010"
"S220010040","HE-020-010"
"S220010040","HE-020-020"
"S220010040","HE-040-010"
"S220010040","HE-050-010"
"S220010040","HE-060-010"
"S220010040","HS-020-010"
"S220010040","HF-010-030"
"S220010040","HF-020-020"
"S220010040","HF-020-030"
"S220010040","HF-020-050"
"S220010040","HF-030-020"
"S220010040","HF-030-030"
"S220010040","HF-040-010"
"S220010040","HN-010-030"
"S220010040","HN-020-030"
"S220010040","HN-030-020"
"S220010040","HP-010-020"
"S220010040","HP-010-030"
"S220010050","HI-040-010"
"S220010050","HI-060-010"
"S220010050","HI-060-020"
"S220010050","HI-060-030"
"S220010050","HI-060-040"
"S220010050","HI-060-050"
"S220010050","HI-060-060"
"S220010050","HI-080-010"
"S220010050","HI-090-010"
"S220010050","HI-090-020"
"S220010050","HU-040-010"
"S220010050","HU-070-010"
"S220010050","HU-080-010"
"S220010050","HE-020-010"
"S220010050","HE-020-020"
"S220010050","HE-040-010"
"S220010050","HE-050-010"
"S220010050","HE-060-010"
"S220010050","HS-020-010"
"S220010050","HS-040-010"
"S220010050","HS-050-010"
"S220010050","HF-010-030"
"S220010050","HF-010-050"
"S220010050","HF-020-020"
"S220010050","HF-020-030"
"S220010050","HF-020-050"
"S220010050","HF-030-020"
"S220010050","HF-030-030"
"S220010050","HF-030-060"
"S220010050","HF-040-010"
"S220010050","HF-040-030"
"S220010050","HN-010-010"
"S220010050","HN-010-020"
"S220010050","HN-010-030"
"S220010050","HN-020-030"
"S220010050","HN-030-020"
"S220010050","HP-010-020"
"S220010050","HP-010-030"
"S220010050","HP-010-060"
"S220010050","HP-010-090"
"S220010060","HI-040-010"
"S220010060","HI-080-010"
"S220010060","HU-080-010"
"S220010060","HE-020-010"
"S220010060","HE-020-020"
"S220010060","HE-040-010"
"S220010060","HE-050-010"
"S220010060","HE-060-010"
"S220010060","HS-020-010"
"S220010060","HF-010-030"
"S220010060","HF-020-020"
"S220010060","HF-020-030"
"S220010060","HF-020-050"
"S220010060","HF-030-020"
"S220010060","HF-030-030"
"S220010060","HF-040-010"
"S220010060","HN-010-030"
"S220010060","HN-020-030"
"S220010060","HN-030-020"
"S220010060","HP-010-020"
"S220010060","HP-010-030"
"S220010070","HI-040-010"
"S220010070","HI-060-010"
"S220010070","HI-060-020"
"S220010070","HI-060-030"
"S220010070","HI-060-040"
"S220010070","HI-060-050"
"S220010070","HI-060-060"
"S220010070","HI-070-010"
"S220010070","HI-080-010"
"S220010070","HI-090-010"
"S220010070","HI-090-020"
"S220010070","HU-070-010"
"S220010070","HU-080-010"
"S220010070","HE-020-010"
"S220010070","HE-020-020"
"S220010070","HE-040-010"
"S220010070","HE-050-010"
"S220010070","HE-060-010"
"S220010070","HS-020-010"
"S220010070","HS-040-010"
"S220010070","HF-010-030"
"S220010070","HF-010-050"
"S220010070","HF-020-020"
"S220010070","HF-020-030"
"S220010070","HF-020-050"
"S220010070","HF-030-020"
"S220010070","HF-030-030"
"S220010070","HF-030-060"
"S220010070","HF-040-010"
"S220010070","HF-040-030"
"S220010070","HN-010-010"
"S220010070","HN-010-020"
"S220010070","HN-010-030"
"S220010070","HN-020-030"
"S220010070","HN-030-020"
"S220010070","HP-010-020"
"S220010070","HP-010-030"
"S220010080","HP-010-030"
"S220010090","HI-040-010"
"S220010090","HI-060-010"
"S220010090","HI-060-020"
"S220010090","HI-060-030"
"S220010090","HI-060-040"
"S220010090","HI-060-050"
"S220010090","HI-060-060"
"S220010090","HI-070-010"
"S220010090","HI-080-010"
"S220010090","HI-090-010"
"S220010090","HI-090-020"
"S220010090","HE-020-010"
"S220010090","HE-020-020"
"S220010090","HE-040-010"
"S220010090","HE-050-010"
"S220010090","HE-060-010"
"S220010090","HS-020-010"
"S220010090","HF-010-030"
"S220010090","HN-030-020"
"S220010090","HP-010-030"
"S220010100","HI-040-010"
"S220010100","HI-080-010"
"S220010100","HU-080-010"
"S220010100","HE-020-010"
"S220010100","HE-020-020"
"S220010100","HE-040-010"
"S220010100","HE-050-010"
"S220010100","HE-060-010"
"S220010100","HS-020-010"
"S220010100","HF-010-030"
"S220010100","HF-020-020"
"S220010100","HF-020-030"
"S220010100","HF-020-050"
"S220010100","HF-030-020"
"S220010100","HF-030-030"
"S220010100","HF-040-010"
"S220010100","HN-010-030"
"S220010100","HN-020-030"
"S220010100","HN-030-020"
"S220010100","HP-010-020"
"S220010100","HP-010-030"
"S220010110","HP-010-030"
"S220010120","HI-080-010"
"S220010120","HE-020-010"
"S220010120","HE-020-020"
"S220010120","HE-040-010"
"S220010120","HE-050-010"
"S220010120","HE-060-010"
"S220010120","HF-040-010"
"S220010120","HN-030-020"
"S220010120","HP-010-030"
"S220010140","HN-030-020"
"S220020010","HI-040-010"
"S220020010","HI-070-010"
"S220020010","HU-070-010"
"S220020010","HU-080-010"
"S220020010","HE-050-010"
"S220020010","HE-070-010"
"S220020010","HE-080-010"
"S220020010","HF-010-030"
"S220020010","HF-020-020"
"S220020010","HF-020-030"
"S220020010","HF-020-050"
"S220020010","HF-030-020"
"S220020010","HF-030-030"
"S220020010","HF-040-010"
"S220020010","HN-020-030"
"S220020010","HN-030-030"
"S220020010","HP-010-020"
"S220020010","HP-010-030"
"S220020020","HI-040-010"
"S220020020","HI-070-010"
"S220020020","HU-070-010"
"S220020020","HU-080-010"
"S220020020","HE-050-010"
"S220020020","HE-070-010"
"S220020020","HE-080-010"
"S220020020","HF-010-030"
"S220020020","HF-020-020"
"S220020020","HF-020-030"
"S220020020","HF-020-050"
"S220020020","HF-030-020"
"S220020020","HF-030-030"
"S220020020","HF-040-010"
"S220020020","HN-020-030"
"S220020020","HN-030-030"
"S220020020","HP-010-020"
"S220020020","HP-010-030"
"S220020030","HP-010-030"
"S220020040","HE-070-010"
"S220020040","HE-080-010"
"S220020040","HF-040-010"
"S220020040","HN-030-030"
"S220020040","HP-010-030"
"S230010010","HI-090-010"
"S230010010","HI-090-020"
"S230010010","HI-100-010"
"S230010010","HU-090-010"
"S230010010","HF-030-040"
"S230010010","HF-040-020"
"S230010010","HF-040-030"
"S230010010","HN-010-030"
"S230010020","HI-090-010"
"S230010020","HI-090-020"
"S230010020","HI-100-010"
"S230010020","HU-090-010"
"S230010020","HF-030-040"
"S230010020","HF-040-020"
"S230010020","HF-040-030"
"S230010020","HN-010-030"
"S230010030","HI-090-010"
"S230010030","HI-090-020"
"S230010030","HI-100-010"
"S230010030","HU-090-010"
"S230010030","HF-030-040"
"S230010030","HF-040-020"
"S230010030","HF-040-030"
"S230010030","HN-010-030"
"S230020010","HI-060-010"
"S230020010","HI-060-020"
"S230020010","HI-060-030"
"S230020010","HI-060-040"
"S230020010","HI-060-050"
"S230020010","HI-060-060"
"S230020010","HI-070-010"
"S230020010","HI-100-010"
"S230020010","HE-070-010"
"S230020010","HE-080-010"
"S230020010","HF-010-050"
"S230020010","HF-020-030"
"S230020010","HF-030-030"
"S230020010","HF-030-040"
"S230020010","HF-040-010"
"S230020010","HF-040-020"
"S230020010","HF-040-030"
"S230020010","HN-020-030"
"S230020010","HN-030-030"
"S230020020","HI-060-010"
"S230020020","HI-060-020"
"S230020020","HI-060-030"
"S230020020","HI-060-040"
"S230020020","HI-060-050"
"S230020020","HI-060-060"
"S230020020","HI-070-010"
"S230020020","HI-100-010"
"S230020020","HE-070-010"
"S230020020","HE-080-010"
"S230020020","HF-010-050"
"S230020020","HF-020-030"
"S230020020","HF-030-030"
"S230020020","HF-030-040"
"S230020020","HF-040-010"
"S230020020","HF-040-020"
"S230020020","HF-040-030"
"S230020020","HN-020-030"
"S230020020","HN-030-030"
"S230020030","HI-060-010"
"S230020030","HI-060-020"
"S230020030","HI-060-030"
"S230020030","HI-060-040"
"S230020030","HI-060-050"
"S230020030","HI-060-060"
"S230020030","HI-070-010"
"S230020030","HI-100-010"
"S230020030","HE-070-010"
"S230020030","HE-080-010"
"S230020030","HF-010-050"
"S230020030","HF-020-030"
"S230020030","HF-030-030"
"S230020030","HF-030-040"
"S230020030","HF-040-010"
"S230020030","HF-040-020"
"S230020030","HF-040-030"
"S230020030","HN-020-030"
"S230020030","HN-030-030"
"S230020040","HI-060-010"
"S230020040","HI-060-020"
"S230020040","HI-060-030"
"S230020040","HI-060-040"
"S230020040","HI-060-050"
"S230020040","HI-060-060"
"S230020040","HI-070-010"
"S230020040","HI-100-010"
"S230020040","HE-070-010"
"S230020040","HE-080-010"
"S230020040","HF-010-050"
"S230020040","HF-020-030"
"S230020040","HF-030-030"
"S230020040","HF-030-040"
"S230020040","HF-040-010"
"S230020040","HF-040-020"
"S230020040","HF-040-030"
"S230020040","HN-020-030"
"S230020040","HN-030-030"
"S230020050","HI-100-010"
"S230020050","HF-010-050"
"S230020050","HF-030-040"
"S230020050","HF-030-060"
"S230020050","HF-040-020"
"S230020050","HF-040-030"
"S230020080","HI-060-010"
"S230020080","HI-060-020"
"S230020080","HI-060-030"
"S230020080","HI-060-040"
"S230020080","HI-060-050"
"S230020080","HI-060-060"
"S230020080","HI-070-010"
"S230020080","HI-100-010"
"S230020080","HE-070-010"
"S230020080","HE-080-010"
"S230020080","HF-010-050"
"S230020080","HF-020-030"
"S230020080","HF-030-030"
"S230020080","HF-030-040"
